date,net
2026-07-21,-0.0003128064814913
2026-07-22,-0.0019643588535435
2026-07-23,0.0025263052347218
2026-07-24,0.0009967588747172
2026-07-27,-0.0003073859495902
2026-07-28,-0.0039789344514136
2026-07-29,0.0079638887017181
2026-07-30,0.0007136402890748
2026-07-31,0.0016180136741799
2026-08-03,0.0016355913893201
2026-08-04,0.0015399919859113
2026-08-05,-0.0003703377451165
2026-08-06,0.0001184393106938
2026-08-07,6.273587187040929e-05
2026-08-10,-1.076923076923077e-05
2026-08-11,0.00016610455251
2026-08-12,9.596072534107108e-05
2026-08-13,0.0002888629979163
2026-08-14,-0.0005234880828067
2026-08-17,5.865998212130592e-05
2026-08-18,-0.0004514574972225
2026-08-19,-8.947932344836168e-05
2026-08-24,0.0001359296713231
2026-08-25,0.0002558276505131
2026-08-26,0.0003150123470329
2026-08-27,-9.612210735895472e-05
2026-08-31,-0.0020906435999384
2026-09-01,0.0002556429342077
